python-werkzeug 2.0.3-1
python-wheel 0.37.1-1
python-wrapt 1.14.0-1
python-xlib 0.31-3
python-yaml 6.0-1
python-zipp 3.7.0-1
python2 2.7.18-5
python2-appdirs 1.4.4-6
python2-ordered-set 3.1.1-4
python2-packaging 20.9-7
python2-pyparsing 2.4.7-6
python2-setuptools 2:44.1.1-1
python2-six 1.16.0-5
qhull 2020.2-4
qpdf 10.6.3-1
qt5-base 5.15.3+kde+r137-1
qt5-declarative 5.15.3+kde+r20-1
qt5-graphicaleffects 5.15.3+kde+r0-1
qt5-imageformats 5.15.3+kde+r0-1.2
qt5-location 5.15.3+kde+r1-1
qt5-multimedia 5.15.3+kde+r0-1
qt5-quickcontrols 5.15.3+kde+r0-1
qt5-quickcontrols2 5.15.3+kde+r4-1
qt5-script 5.15.8-4
qt5-speech 5.15.3+kde+r1-1
qt5-svg 5.15.3+kde+r12-1
qt5-tools 5.15.3+kde+r1-1
qt5-translations 5.15.3+kde+r2-1
qt5-wayland 5.15.3+kde+r40-1
qt5-webchannel 5.15.3+kde+r3-1
qt5-webengine 5.15.8-10
qt5-x11extras 5.15.3+kde+r0-1
qt6-5compat 6.2.4-1
qt6-base 6.2.4-1
qt6-declarative 6.2.4-1
qt6-imageformats 6.2.4-1
qt6-svg 6.2.4-1
qt6-translations 6.2.4-1
qt6-wayland 6.2.4-1
quazip-qt5 1.2-2
quazip-qt6 1.2-2
qwt5-qt5 5.2.3.4-2
qwtplot3d-qt5 0.2.7-3
r 4.1.3-1
ragel 6.10-3.1
raptor 2.0.15-18
rasqal 1:0.9.33-5
rav1e 0.4.1-2
re2 1:20220201-1
readline 8.1.002-1
redland 1:1.0.17-8
reflector 2021.11-3
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.2-1
rnnoise 0.4.1-1
rsm 1.4.5-1
rsync 3.2.3-4
rtl8814au-dkms-git 5.8.5.1.r135.ga538e38-1
rubberband 2.0.2-1
run-parts 5.5-1
runit 2.1.2-28
runit-rc 20210122-1
rust 1:1.59.0-1
rust-analyzer 20220314-1
rust-src 1:1.59.0-1
sbc 1.5-2
sc-im 0.8.2-1
sdl2 2.0.20-2
sed 4.8-1.1
semver 7.3.5-2
serd 0.30.10-1
shaderc 2022.1-2
shadow 4.11.1-1
shared-mime-info 2.0+115+gd74a913-1
signon-kwallet-extension 21.12.3-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
simple-mtpfs 0.4.0-1
sip4 4.19.25-3
slang 2.3.2-2.1
slop 7.5-6
smbclient 4.15.6-1
snappy 1.1.9-2
solid 5.92.0-1
sonnet 5.92.0-1
sord 0.16.8-1
sound-theme-freedesktop 0.8-4.1
spatialindex 1.9.3-1
speex 1.2.0-3.1
speexdsp 1.2.0-2.1
spirv-tools 2022.1-1
sqlite 3.38.1-1
sratom 0.6.8-3
srt 1.4.4-1
startup-notification 0.12-7.1
stfl 0.24-5
stow 2.3.1-3
sudo 1.9.10-1
suitesparse 5.11.0-1
svt-av1 0.8.6-2
sxhkd 0.6.2-1
sxiv 26-1
syncthing 1.19.1-1
sysfsutils 2.1.1-1
t1lib 5.1.2-8.1
taglib 1.12-1
talloc 2.3.3-3
tar 1.34-1
task-spooler 1.0.1-4
tbb 2021.5.0-1
tcl 8.6.12-3
tdb 1.4.6-1
telegram-desktop 3.6.1-1
tensorboard 2.8.0-1
tensorflow 2.8.0-3
testdisk 7.1-3
tevent 1:0.11.0-3
texinfo 6.8-2
texlive-bibtexextra 2021.62705-1
texlive-bin 2021.59745-1
texlive-core 2021.61403-1
texlive-fontsextra 2021.61408-1
texlive-formatsextra 2021.57972-1
texlive-games 2021.62102-1
texlive-humanities 2021.61878-1
texlive-langchinese 2021.62313-1
texlive-langcyrillic 2021.60630-1
texlive-langextra 2021.62109-1
texlive-langgreek 2021.61820-1
texlive-langjapanese 2021.62737-1
texlive-langkorean 2021.62398-1
texlive-latexextra 2021.61405-1
texlive-music 2021.62509-1
texlive-pictures 2021.61392-1
texlive-pstricks 2021.61917-1
texlive-publishers 2021.62814-1
texlive-science 2021.61383-1
texstudio 4.2.2-1
thin-provisioning-tools 0.9.0-1
threadweaver 5.92.0-1
thunderbird 91.7.0-1
tinyxml 2.6.2-8
tinyxml2 9.0.0-1
tk 8.6.12-1
tldr 3.1.0-1
tmux 3.2_a-1
tor 0.4.6.9-2.2
tor-browser 11.0.9-1
tor-runit 20180314-4
torsocks 2.3.0-2
tpm2-tss 3.2.0-1
tracker3 3.2.1-2
transmission-cli 3.00-3
tree 2.0.2-1
tree-sitter 0.20.6-1
tslib 1.22-1
ttf-arphic-ukai 0.2.20080216.2-1
ttf-arphic-uming 0.2.20080216.2-1
ttf-baekmuk 2.2-13
ttf-cmu-bright 1.0-1
ttf-cmu-concrete 1.0-1
ttf-cmu-sans-serif 1.0-1
ttf-cmu-serif 1.0-1
ttf-cmu-typewriter 1.0-2
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-font-awesome 6.1.0-1
ttf-hack 3.003-3
ttf-hannom 2005-6
ttf-joypixels 6.6.0-2
ttf-liberation 2.1.5-1
ttf-ms-fonts 2.0-12
ttf-opensans 1.101-2
ttf-paratype 1:2.005-4
ttf-sazanami-hanazono 20110504-1
twolame 0.4.0-2.1
typescript 4.6.2-1
typescript-language-server 0.9.7-1
tzdata 2022a-1
uchardet 0.0.7-1
udev 250.4-1
udisks2 2.9.4-1
ueberzug 18.1.9-3
unclutter 1:1.6-2
unibilium 2.1.1-1
unrar 1:6.1.6-1
unzip 6.0-18
upower 0.99.17-1
urlview 0.9-13
usbmuxd 1.1.1-1.1
uthash 2.3.0-1
util-linux 2.37.4-1
util-linux-libs 2.37.4-1
v4l-utils 1.22.1-1
vid.stab 1.1-3.1
vim 8.2.4464-1
vim-runtime 8.2.4464-1
vmaf 2.3.0-1
volume_key 0.3.12-7
vulkan-headers 1:1.3.208-1
vulkan-icd-loader 1.3.208-1
wavpack 5.4.0-1
wayland 1.20.0-1
wayland-protocols 1.25-1
webkit2gtk 2.34.6-1
webrtc-audio-processing 0.3.1-3
wget 1.21.2-1
which 2.21-5.1
wildmidi 0.4.4-1
woff2 1.0.2-3.1
wpa_supplicant 2:2.10-3
wpebackend-fdo 1.12.0-1
x264 3:0.164.r3081.19856cc-2
x265 3.5-3
xapian-core 1:1.4.19-1
xcape 1.2-4
xcb-proto 1.14.1-5
xcb-util 0.4.0-3.1
xcb-util-cursor 0.1.3-3.1
xcb-util-image 0.4.0-3.1
xcb-util-keysyms 0.4.0-3.1
xcb-util-renderutil 0.3.9-3.1
xcb-util-wm 0.4.1-3.1
xcb-util-xrm 1.3-2.1
xclip 0.13-3.1
xdg-dbus-proxy 0.1.3-1
xdg-utils 1.1.3+19+g9816ebb-1.1
xdotool 3.20211022.1-1
xf86-input-libinput 1.2.1-1
xf86-video-amdgpu 22.0.0-1
xf86-video-ati 1:19.1.0.r9.g5eba006e-2
xf86-video-intel 1:2.99.917+916+g31486f40-2
xf86-video-nouveau 1.0.17-2
xf86-video-vesa 2.5.0-2
xfsprogs 5.14.2-1
xidlehook 0.10.0-1
xkb-switch 1.8.5-1
xkeyboard-config 2.35.1-1
xmlsec 1.2.33-1
xorg-fonts-encodings 1.0.5-2.1
xorg-server 21.1.3-6
xorg-server-common 21.1.3-6
xorg-setxkbmap 1.3.2-2.1
xorg-util-macros 1.19.3-1
xorg-xauth 1.1.1-1
xorg-xbacklight 1.2.3-2
xorg-xdpyinfo 1.3.2-4
xorg-xinit 1.4.1-3
xorg-xkbcomp 1.4.5-1
xorg-xmodmap 1.0.10-2.1
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2.1
xorg-xrdb 1.2.1-1
xorg-xset 1.2.4-2.1
xorg-xwininfo 1.1.5-2
xorgproto 2021.5-1
xvidcore 1.3.7-2.1
xwallpaper 0.7.3-2
xxhash 0.8.1-2
xz 5.2.5-2
yajl 2.1.0-5
yaml-cpp 0.7.0-2
yarn 1.22.18-1
yasm 1.3.0-4.1
youtube-dl 2021.12.17-1
yt-dlp 2022.03.08.1-1
zathura 0.4.9-1
zathura-djvu 0.2.9-1
zathura-pdf-mupdf 0.3.8-1
zeromq 4.3.4-2
zimg 3.0.3-2
zip 3.0-9.2
zita-alsa-pcmi 0.4.0-1
zita-resampler 1.8.0-1
zlib 1:1.2.11-5
zsh 5.8.1-1
zsh-fast-syntax-highlighting 1.55-2
zstd 1.5.2-3
zxing-cpp 1.2.0-1
zziplib 0.13.72-1
aalib 1.4rc5-14.1
abook 0.6.1-7
abseil-cpp 20211102.0-2
absl-py 1.0.0-1
accounts-qml-module 0.7-4
acl 2.3.1-2
adobe-source-code-pro-fonts 2.038ro+1.058it+1.018var-1
adobe-source-han-sans-cn-fonts 2.004-1
adobe-source-han-sans-jp-fonts 2.004-1
adobe-source-han-serif-cn-fonts 2.001-1
adobe-source-han-serif-jp-fonts 2.001-1
adwaita-icon-theme 42.0+r1+gc144c3d75-1
alembic 1.8.3-3
alsa-card-profiles 1:0.3.51-1
alsa-lib 1.2.6.1-1
alsa-topology-conf 1.2.5.1-1
alsa-ucm-conf 1.2.6.3-1
anki 2.1.52-1
aom 3.3.0-1
apm 2.6.5-2
appstream-glib 0.7.18-2
arc-gtk-theme 20220405-1
archlinux-keyring 20220424-1
archlinux-mirrorlist 20200920-1
argon2 20190702-4
artix-archlinux-support 2-1
artix-keyring 20220309-1
artix-live-base 0.13.6-1
artix-mirrorlist 20220421-2
artools-base 0.27.2-2
asciidoc 10.1.4-1
at-spi2-atk 2.38.0-1
at-spi2-core 2.44.1-1
atk 2.38.0-1
atkmm 2.28.2-2
atom 1.61.0beta0-2
atool 0.39.0-8
attr 2.5.1-2
audiofile 0.3.6-6.1
audit 3.0.8-1
autoconf 2.71-1
autoconf-archive 1:2022.02.11-1
automake 1.16.5-1
avahi 0.8+22+gfd482a7-3
babl 0.1.90-2
base 2-2.11
bash 5.1.016-1
bat 0.20.0-2
bazel 5.1.1-1
bc 1.07.1-4.1
betterlockscreen 4.0.4-1
biber 1:2.17-1
binutils 2.38-5
bison 3.8.2-4
blas 3.10.1-1
blender 17:3.1.2-2.1
blosc 1.21.1-2
bluez 5.64-2
bluez-libs 5.64-2
bluez-runit 20180226-5
bluez-utils 5.64-2
bmon 4.0-4
boost-libs 1.78.0-2
bootlogd 2.89-3
botan 2.19.1-1
box2d 2.4.1-1
brave-bin 1:1.39.111-1
breeze-icons 5.94.0-1
brotli 1.0.9-8
btrfs-progs 5.17-1
bubblewrap 0.6.2-1
bzip2 1.0.8-4
c-ares 1.18.1-1
ca-certificates 20210603-1
ca-certificates-mozilla 3.78-1
ca-certificates-utils 20210603-1
cabextract 1.9.1-2
cairo 1.17.6-2
cairomm 1.14.3-2
calcurse 4.8.0-1
cantarell-fonts 1:0.303.1-1
cblas 3.10.1-1
cdparanoia 10.2-8.2
chromaprint 1.5.1-3
cifs-utils 6.15-1
clang 13.0.1-2
clucene 2.3.3.4-12
cmake 3.23.1-1
compiler-rt 13.0.1-1
confuse 3.3-3
coreutils 9.1-1
cozy-audiobooks 1.2.0-1
cronie 1.6.1-1
cronie-runit 20200613-3
cryptsetup 2.4.3-2
cups 1:2.4.1-1
cups-filters 1.28.15-1
cups-runit 20180226-3
curl 7.83.1-1
dav1d 1.0.0-1
db 5.3.28-5.1
dbus 1.14.0-1
dbus-glib 0.112-2
dbus-python 1.2.18-3
dbus-runit 20220314-1
dconf 0.40.0-1.1
desktop-file-utils 0.26-2
device-mapper 2.03.16-1
diffutils 3.8-1
discount 2.2.7-2
djvulibre 3.5.28-3
dkms 3.0.3-1
dmraid 1.0.0.rc16.3-13
dnssec-anchors 20190629-3
docbook-xml 4.5-9.1
docbook-xsl 1.79.2-7.1
dosfstools 4.2-2
dotnet-host 6.0.2.sdk102-1
dotnet-runtime 6.0.2.sdk102-1
double-conversion 3.2.0-1
draco 1.5.1-2
dunst 1.8.1-1
e2fsprogs 1.46.5-3
efibootmgr 17-2
efivar 38-2
electron11 11.5.0-5
elogind 246.10-7
elogind-runit 20220508-1
embree 3.13.3-2
enchant 2.3.3-1
esysusers 251-1
etmpfiles 251-1
exfat-utils 1.3.0-2
exiv2 0.27.5-3
expat 2.4.8-1
faad2 2.10.0-1
fakeroot 1.28-1
fcitx 4.2.9.8-1
fcitx-configtool 0.4.10-4
fcitx-mozc 2.26.4666.102.gd359f60-1
fcitx-qt5 1.2.7-4
fcitx-qt6 1.2.7-4
feh 3.8-2.1
ffcall 2.4-2
ffmpeg 2:5.0-7
ffmpeg4.4 4.4.1-5
ffmpegthumbnailer 2.2.2-4
fftw 3.3.10-2
file 5.41-1
filesystem 2021.12.07-1
findutils 4.9.0-1
firefox 100.0.2-1
flac 1.3.4-2
flake8 1:4.0.1-5
flex 2.6.4-3.1
fluidsynth 2.2.7-1
fmt 8.1.1-2
fontconfig 2:2.14.0-1.1
freeglut 3.2.2-2
freetype2 2.12.1-1
fribidi 1.0.12-1
fuse-common 3.11.0-1
fuse2 2.9.9-4.1
fuse3 3.11.0-1
fzf 0.30.0-2
gawk 5.1.1-1
gc 8.2.0-3
gcab 1.4-1.1
gcc 12.1.0-2
gcc-libs 12.1.0-2
gcr 3.41.0-2
gd 2.3.3-4
gdbm 1.23-1
gdk-pixbuf2 2.42.8-1
gegl 0.4.36-3
gettext 0.21-2
ghostscript 9.56.1-1
giflib 5.2.1-2.1
gimp 2.10.30-3.1
girara 0.3.7-1
git 2.36.1-1
glew 2.2.0-3
glib-networking 1:2.72.0-1
glib2 2.72.1-1
glibc 2.35-5
glibmm 2.66.4-1
glslang 11.9.0-1
glu 9.0.2-3
gmime3 3.2.7-1
gmp 6.2.1-2
gnome-desktop 1:42.1-1
gnome-desktop-common 1:42.1-1
gnome-keyring 1:42.0-1.2
gnupg 2.2.35-2
gnutls 3.7.5-1
go 2:1.18.2-1
gobject-introspection-runtime 1.72.0-1
gpgme 1.17.1-1
gpm 1.20.7.r38.ge82d1a6-4
gptfdisk 1.0.9-1
granite 6.2.0-2
graphene 1.10.8-1
graphicsmagick 1.3.38-2
graphite 1:1.3.14-2
graphviz 3.0.0-1
grep 3.7-1
groff 1.22.4-7
grub 2:2.06-5
gsasl 1.10.0-1
gsettings-desktop-schemas 42.0-1
gsfonts 20200910-2
gsl 2.7.1-1
gsm 1.0.19-1.1
gspell 1.10.0-2
gst-plugins-base 1.20.2-1
gst-plugins-base-libs 1.20.2-1
gst-plugins-good 1.20.2-1
gst-python 1.20.2-1
gstreamer 1.20.2-1
gtest 1.11.0-3
gtk-update-icon-cache 1:4.6.4-1
gtk2 2.24.33-2
gtk3 1:3.24.34-1
gtkmm3 3.24.6-1
gts 0.7.6.121130-2.1
guile 2.2.7-2
gumbo-parser 0.10.1-2
gvfs 1.50.1-1
gzip 1.12-1
harfbuzz 4.3.0-1
harfbuzz-icu 4.3.0-1
hdf5 1.12.2-1
hicolor-icon-theme 0.17-2.1
hidapi 0.11.2-1
htop-vim 3.2.0-1
http-parser 2.9.4-1.1
hunspell 1.7.0-4
hwdata 0.359-1
hwloc 2.7.1-1
hyphen 2.8.8-4
i3lock-color 2.13.c.4-1
iana-etc 20220427-1
icu 71.1-1
ijs 0.35-4
imagemagick 7.1.0.35-1
imath 3.1.5-1
imlib2 1.9.0-3.1
iniparser 4.1-4
inkscape 1.2-2
intel-mkl 2020.4.304-1
iproute2 5.17.0-3
iptables 1:1.8.8-1
iputils 20211215-1
ipython 8.3.0-1
iso-codes 4.9.0-1
isync 1.4.4-1
jack2 1.9.21-1
jansson 2.14-2
jasper 3.0.3-1
java-environment-common 3-3.1
java-runtime-common 3-3.1
jbig2dec 0.19-1
jdk11-openjdk 11.0.15.u10-1
jemalloc 1:5.3.0-1
jre11-openjdk 11.0.15.u10-1
jre11-openjdk-headless 11.0.15.u10-1
js78 78.15.0-4
json-c 0.16-1
json-glib 1.6.6-2
jsoncpp 1.9.5-2
jupyter-nbclient 0.6.3-1
jupyter-nbconvert 6.5.0-3
jupyter-nbformat 5.4.0-1
jupyter-notebook 6.4.11-1
jupyter-notebook-shim 0.1.0-1
jupyter-server 1.17.0-1
jupyter_console 6.4.3-1
jupyterlab 3.4.2-1
jupyterlab_pygments 0.2.2-1
kaccounts-integration 22.04.1-1
kactivities 5.94.0-1
karchive 5.94.0-1
kauth 5.94.0-1
kbd 2.4.0-2
kbookmarks 5.94.0-1
kcmutils 5.94.0-1
kcodecs 5.94.0-1
kcompletion 5.94.0-1
kconfig 5.94.0-1
kconfigwidgets 5.94.0-1
kcoreaddons 5.94.0-1
kcrash 5.94.0-1
kdbusaddons 5.94.0-1
kdeclarative 5.94.0-1
kded 5.94.0-1
kexec-tools 2.0.24-1
keyutils 1.6.3-1
kglobalaccel 5.94.0-1
kguiaddons 5.94.0-1
ki18n 5.94.0-1
kiconthemes 5.94.0-1
kio 5.94.0-1
kirigami2 5.94.0-1
kitemviews 5.94.0-1
kjobwidgets 5.94.0-1
kjs 5.94.0-1
kmod 29-3
knotifications 5.94.0-1
kpackage 5.94.0-1
kparts 5.94.0-1
kpty 5.94.0-1
krb5 1.19.3-1
kservice 5.94.0-1
ktextwidgets 5.94.0-1
kwallet 5.94.0-1
kwidgetsaddons 5.94.0-1
kwindowsystem 5.94.0-1
kxmlgui 5.94.0-1
kyotocabinet 1.2.79-1
l-smash 2.14.5-2.1
lame 3.100-3.1
lapack 3.10.1-1
latex-mk 2.1-4
lazygit 0.34-2
lcms2 2.13.1-1
ldb 2:2.5.0-1
ldns 1.8.1-1
lensfun 1:0.3.3-1
less 1:590-1
lf 27-1
lib2geom 1.1-2
libaacs 0.11.1-2
libabw 0.1.3-3
libaccounts-glib 1.25-7
libaccounts-qt 1.16-3
libaec 1.0.6-1
libaio 0.3.113-1
libao 1.2.2-5
libarchive 3.6.1-1
libass 0.15.2-2
libassuan 2.5.5-1
libasyncns 1:0.8+r3+g68cd5af-1
libatasmart 0.19-5.2
libatomic_ops 7.6.12-1
libavc1394 0.5.4-4.1
libavif 0.10.1-1
libb2 0.98.1-2
libb64 1.2.1-4
libblockdev 2.26-3.1
libbluray 1.3.0-2
libbpf 0.7.0-1
libbsd 0.11.6-2
libbytesize 2.6-3
libcaca 0.99.beta20-1
libcanberra 1:0.30+r2+gc0620e4-1
libcap 2.64-1
libcap-ng 0.8.3-1
libcddb 1.3.2-6.1
libcdio 2.1.0-2.1
libcdio-paranoia 10.2+2.0.1-2.1
libcdr 0.1.7-4
libcloudproviders 0.3.1-2
libcolord 1.4.6-1
libconfig 1.7.3-1
libcups 1:2.4.1-1
libdaemon 0.14-5.1
libdatrie 0.2.13-1
libdazzle 3.44.0-1
libdbusmenu-qt5 0.9.3+16.04.20160218-6
libde265 1.0.8-2
libdispatch 5.5.0-1
libdrm 2.4.110-1
libdv 1.0.0-9.1
libdvdnav 6.1.1-1
libdvdread 6.1.2-1
libe-book 0.1.3-11
libedit 20210910_3.1-1
libelf 0.187-1
libelogind 246.10-7
libepoxy 1.5.10-1.1
libepubgen 0.1.1-3
libertinus-font 7.040-2
libetonyek 0.1.10-1
libev 4.33-1.1
libevdev 1.12.1-1
libevent 2.1.12-1
libexif 0.6.24-1
libexttextcat 3.4.6-1
libfdk-aac 2.0.2-1
libffi 3.4.2-5
libfm 1.3.2-1
libfm-extra 1.3.2-1
libfm-gtk2 1.3.2-1
libfontenc 1.1.4-3
libfreeaptx 0.1.1-1
libfreehand 0.1.2-4
libgcrypt 1.10.1-1
libgee 0.20.5-2
libgexiv2 0.14.0-3
libgit2 1:1.4.3-1
libglvnd 1.4.0-2
libgme 0.6.3-1.1
libgpg-error 1.45-1
libgudev 237-2
libhandy 1.6.2-1
libharu 2.3.0-5
libheif 1.12.0-3
libibus 1.5.26-2
libical 3.0.14-3
libice 1.0.10-4
libid3tag 0.15.1b-11.1
libidn 1.38-1
libidn2 2.3.2-1
libiec61883 1.2.0-6.1
libimagequant 2.17.0-3
libimobiledevice 1.3.0-5
libinih 55-2
libinput 1.20.1-1.1
libinstpatch 1.1.6-1
libisl 0.24-4
libixion 0.17.0-1
libjpeg-turbo 2.1.3-2
libkexiv2 22.04.1-1
libksba 1.6.0-1
liblangtag 0.6.3-3
libldac 2.0.2.3-1
libldap 2.6.2-1
liblouis 3.21.0-1
liblqr 0.4.2-3.1
libluv 1.43.0_0-1
liblzf 3.6-3
libmad 0.15.1b-9.1
libmanette 0.2.6-3
libmd 1.0.4-1
libmediainfo 22.03-1
libmfx 22.3.0-1
libmikmod 3.3.11.1-4.1
libmm-glib 1.18.8-1
libmms 0.6.4-3.1
libmng 2.0.3-3.1
libmnl 1.0.5-1
libmodplug 0.8.9.0-3.1
libmpc 1.2.1-2
libmpcdec 1:0.1+r475-3.1
libmpdclient 2.20-2
libmspub 0.1.4-12
libmtp 1.1.19-1
libmwaw 0.3.21-2
libmypaint 1.6.1-1
libnatpmp 20150609-3
libndp 1.8-1
libnet 1:1.1.6-1.1
libnetfilter_conntrack 1.0.9-1
libnewt 0.52.21-8
libnfnetlink 1.0.2-1
libnfs 5.0.1-2
libnftnl 1.2.1-1
libnghttp2 1.47.0-1
libnl 3.6.0-3
libnm 1.38.0-1
libnotify 0.7.12-1
libnsl 2.0.0-2
libnumbertext 1.0.10-1
libodfgen 0.1.8-1
libogg 1.3.5-1
libomxil-bellagio 0.9.3-3.1
libopenmpt 0.6.3-1
liborcus 0.17.2-1
libp11-kit 0.24.1-1
libpagemaker 0.0.4-3
libpaper 1.1.28-2
libpcap 1.10.1-2
libpciaccess 0.16-3
libpgm 5.3.128-2
libpipeline 1.5.6-1
libplacebo 4.192.1-2
libplist 2.2.0-5
libpng 1.6.37-3
libproxy 0.4.17-6
libpsl 0.21.1-1
libpulse 15.0-4
libqxp 0.0.2-8
libraqm 0.9.0-1
libraw 0.20.2-2
libraw1394 2.1.2-3.1
libreoffice-fresh 7.3.3-2
librevenge 0.0.4-4
librsvg 2:2.54.3-1
libsamplerate 0.2.2-1
libsasl 2.1.28-1
libseccomp 2.5.4-1
libsecret 0.20.5-2
libshout 1:2.4.6-1
libsidplayfp 2.3.1-1
libsigc++ 2.10.8-1
libsigsegv 2.14-1
libsm 1.2.3-3
libsndfile 1.1.0-2
libsodium 1.0.18-2
libsoup 2.74.2-2
libsoup3 3.0.6-1
libsoxr 0.1.3-2.1
libspectre 0.2.10-1
libspiro 1:20200505-2
libspnav 1.0-1
libssh 0.9.6-1
libssh2 1.10.0-1
libstaroffice 0.0.7-2
libstemmer 2.2.0-2
libsynctex 2022.62885-1
libsysprof-capture 3.44.0-1
libtasn1 4.18.0-1
libteam 1.31-5
libtermkey 0.22-2
libthai 0.1.29-1
libtheora 1.1.1-5.1
libtiff 4.3.0-2
libtirpc 1.3.2-1
libtommath 1.2.0-3.1
libtool 2.4.7-2
libudev 251-1
libunistring 1.0-1
libunwind 1.6.2-1
libupnp 1.14.12-3
liburcu 0.13.1-1
liburing 2.1-1
libusb 1.0.26-1
libusbmuxd 2.0.2-1
libutempter 1.2.1-1
libuv 1.43.0-1
libva 2.14.0-1
libvdpau 1.5-1
libvisio 0.1.7-7
libvisual 0.4.0-8.1
libvorbis 1.3.7-3
libvpx 1.11.0-2
libvterm 0.2-1
libvterm01 0.1.4-2
libwacom 2.2.0-1.1
libwebp 1.2.2-1
libwmf 0.2.12-2.1
libwpd 0.10.3-3
libwpe 1.12.0-2
libwpg 0.3.3-3
libwps 0.4.12-1
libx11 1.8-1.1
libxau 1.0.9-4
libxaw 1.0.14-1
libxcb 1.15-1
libxcomposite 0.4.5-4
libxcrypt 4.4.28-2
libxcursor 1.2.1-1
libxcvt 0.1.1-1
libxdamage 1.1.5-4
libxdg-basedir 1.2.3-1
libxdmcp 1.1.3-4
libxext 1.3.4-4
libxfixes 6.0.0-1
libxfont2 2.0.5-1
libxft-bgra 2.3.4-1
libxi 1.8-1
libxinerama 1.1.4-4
libxkbcommon 1.4.1-1
libxkbcommon-x11 1.4.1-1
libxkbfile 1.1.0-3
libxml2 2.9.14-1
libxmu 1.1.3-3
libxpm 3.5.13-3
libxrandr 1.5.2-4
libxrender 0.9.10-5
libxshmfence 1.3-3
libxslt 1.1.35-1
libxss 1.2.3-4
libxt 1.2.1-1
libxtst 1.2.3-5
libxv 1.0.11-5
libxvmc 1.0.13-1
libxxf86vm 1.1.4-5
libyaml 0.2.5-1.1
libyuv r2322+3aebf69d-1
libzen 0.4.39-1
libzip 1.8.0-1
libzmf 0.0.2-12
licenses 20220125-1
lilv 0.24.12-4
linux 5.17.8.artix1-1
linux-api-headers 5.17.5-2
linux-firmware 20220509.b19cbdc-1
linux-firmware-whence 20220509.b19cbdc-1
linux-headers 5.17.8.artix1-1
llvm-libs 13.0.1-4
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
log4cplus 2.0.7-1
logrotate 3.19.0-1
lpsolve 5.5.2.11-1
lua53 5.3.6-1
luajit 2.1.0.beta3.r407.g4ef96cff-1
lutris 0.5.10.1-2
lv2 1.18.2-1
lvm2 2.03.16-1
lxappearance 0.6.3-4
lxmenu-data 0.1.5-3.1
lynx 2.8.9-5
lz4 1:1.9.3-2
lzo 2.10-3.1
m4 1.4.19-1
mailcap 2.1.53-1
maim 5.7.4-3
make 4.3-3.1
man-db 2.10.2-1
mathjax2 2.7.9-1
md4c 0.4.8-1
mdadm 4.2-2
media-player-info 24-2.1
mediainfo 22.03-1
menu-cache 1.1.0-3
mesa 22.0.4-1
mesa-utils 8.4.0-8
meson 0.62.1-1
metis 5.1.0.p10-2
miniupnpc 2.2.3-1
minizip 1:1.2.12-2
mkinitcpio 31-2
mkinitcpio-busybox 1.35.0-1
mobile-broadband-provider-info 20220511-1
moreutils 0.67-2
mpc 0.34-2
mpd 0.23.7-1
mpfr 4.1.0.p13-2
mpg123 1.29.3-2
mpv 1:0.34.1-4
msgpack-c 4.0.0-1
msmtp 1.8.20-1
mtdev 1.1.6-2
mujs 1.2.0-2
mutt-wizard-git 3.3.1.r5.ge489ae9-1
mypaint-brushes1 1.3.1-1
nano 6.3-1
ncdu 2.1.2-1
ncmpcpp 0.9.2-6
ncurses 6.3-3
ndctl 73-1
neofetch 7.1.0-2
neomutt 20220429-1
neon 0.32.2-1
neovim 0.7.0-3
neovim-plug 0.11.0-3
nerd-fonts-hack 2.1.0-4
netpbm 10.73.37-1
nettle 3.7.3-1
networkmanager 1.38.0-1
networkmanager-runit 20180226-3
newsboat 2.27-1
ninja 1.10.2-1
node-gyp 9.0.0-1
nodejs-lts-gallium 16.15.0-1
nodejs-nopt 5.0.0-2
nordic-theme 2.1.0-3
notmuch 0.36-1
notmuch-runtime 0.36-1
noto-fonts 20220502-2
noto-fonts-cjk 20220126-1
noto-fonts-emoji 20211101-1
npm 8.5.5-1
npth 1.6-3
nspr 4.33-2
nss 3.78-1
ntfs-3g 2021.8.22-1
ntp 4.2.8.p15-1
ntp-runit 20210301-3
obfs4proxy-bin 0.0.13-2
okular 22.04.1-1
onednn 2.6-1
oniguruma 6.9.8-1
openal 1.22.0-1
opencollada 1:1.6.68-2
opencolorio 2.1.1-2
opencore-amr 0.1.5-5
openexr 3.1.5-1
openimagedenoise 1.4.3-1
openimageio 2.3.14.0-1
openjpeg2 2.5.0-1
openmpi 4.1.2-1
openshadinglanguage 1.11.17.0-2
openssh 9.0p1-1
openssh-runit 20180429-4
openssl 1.1.1.o-1
opensubdiv 3.4.4-10
openvdb 9.0.0-9
openxr 1.0.22-1
opus 1.3.1-3
orc 0.4.32-1
os-prober 1.79-1
p11-kit 0.24.1-1
p7zip 1:17.04-3
pacman 6.0.1-5
pahole 1.23-1
pam 1.5.2-1
pambase 20211210-1
pamixer 1.5-3
pango 1:1.50.7-1
